Unnamed: 0,num_reservation,passeport,pension,date_arrive,date_depart,qte_chambre,adultes,enf_payant,enf_gratuit,bebe,segment
7450,RXCW3WI,P06622065,ALL IN,2024-05-13,2024-05-24,1.0,2.0,0.0,0.0,0.0,1-TO
7451,RG69AKQ,P93753012,ALL IN,2024-05-13,2024-05-16,1.0,2.0,0.0,0.0,0.0,1-TO
7452,RBV1SJD,P34460953,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7453,R5RG6AW,P21866206,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7454,RV3H6F8,P76167331,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7455,R54CU4B,P02192452,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7456,RAF3SB6,P73091879,ALL IN,2024-05-11,2024-05-11,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7457,RW5GX4P,P92711153,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7458,R1LI9PV,P74271714,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7459,R2I4727,P29035045,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7460,RGRI91H,P95208587,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7461,RC0VIU5,P63932349,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7462,RJYPE3W,P53743131,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7463,RXH05HA,P59561594,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7464,RW8X716,P62356325,ALL IN,2024-05-10,2024-05-17,1.0,3.0,1.0,0.0,0.0,1-TO
7465,R2CY2N9,P43295803,ALL IN,2024-05-10,2024-05-20,1.0,3.0,1.0,0.0,1.0,1-TO
7466,RZJVXXM,P84782362,ALL IN,2024-05-10,2024-05-20,1.0,4.0,0.0,0.0,0.0,1-TO
7467,REWK8K1,P83017113,ALL IN,2024-05-10,2024-05-20,1.0,2.0,0.0,0.0,0.0,1-TO
7468,RJSX0GQ,P78515441,ALL IN,2024-05-10,2024-05-18,1.0,2.0,2.0,0.0,0.0,1-TO
7469,RTLZBJK,P29015789,ALL IN,2024-05-10,2024-05-20,1.0,2.0,0.0,0.0,0.0,1-TO
7470,RUY8Q3Z,P90465415,ALL IN,2024-05-10,2024-05-17,1.0,2.0,2.0,0.0,0.0,1-TO
7471,RLDS9H2,P93340049,ALL IN,2024-05-10,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
7472,RKSMVML,P80361021,ALL IN,2024-05-10,2024-05-20,1.0,1.0,2.0,0.0,0.0,1-TO
7473,R74KBDZ,P77987641,ALL IN,2024-05-10,2024-05-20,1.0,2.0,2.0,0.0,0.0,1-TO
7474,RGGJF2B,P04420576,ALL IN,2024-05-10,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
7475,R5J8LAD,P40042892,ALL IN,2024-05-10,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
7476,R1JQ3U3,P39180347,ALL IN,2024-05-10,2024-05-31,1.0,2.0,0.0,0.0,0.0,1-TO
7477,RV547O0,P68153687,ALL IN,2024-05-10,2024-05-21,1.0,2.0,0.0,0.0,0.0,1-TO
7478,RIREWHR,P75956577,ALL IN,2024-05-10,2024-05-19,1.0,2.0,0.0,0.0,0.0,1-TO
7479,RBR2HK6,P41056994,ALL IN,2024-05-10,2024-05-19,1.0,2.0,0.0,0.0,0.0,1-TO
7480,RFSMFTQ,P16788118,ALL IN,2024-05-10,2024-05-16,1.0,2.0,0.0,0.0,0.0,1-TO
7481,R28S5KS,P68909627,ALL IN,2024-05-10,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
7482,RQKIX8L,P28497898,ALL IN,2024-05-10,2024-05-13,1.0,1.0,0.0,0.0,0.0,1-TO
7483,RCQ4NNL,P33129283,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7484,R9I1SMS,P04445697,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7485,RBELCZ1,P43791885,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7486,R18NGL5,P81842806,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7487,RPBDXRZ,P97097245,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7488,R1DZNRN,P97634350,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7489,RS6WX9Q,P71484350,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7490,RHQ4JL4,P90902624,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7491,R7NC9U6,P50902388,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7492,RKB96LF,P89323689,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7493,RVN7YDQ,P54545684,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7494,REDKYPW,P64615518,ALL IN,2024-05-18,2024-05-21,1.0,1.0,0.0,0.0,0.0,2-Agences
7495,R6L93EX,P53811469,ALL IN,2024-05-18,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7496,R9WY6D3,P46637704,PC,2024-05-18,2024-05-19,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7497,R4Q0NY4,P72115976,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7498,RGT410A,P74244969,PC,2024-05-18,2024-05-19,1.0,2.0,1.0,0.0,1.0,3-MICE & Corporate
7499,RFD0DCD,P94033106,PC,2024-05-18,2024-05-19,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7500,RM3HETT,P72690978,PC,2024-05-18,2024-05-19,1.0,2.0,1.0,0.0,0.0,3-MICE & Corporate
7501,RMBR8NI,P47436650,PC,2024-05-18,2024-05-19,1.0,2.0,3.0,0.0,0.0,3-MICE & Corporate
7502,R9MFEEH,P88933259,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7503,R2KB8WQ,P72463391,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7504,RY5GMBL,P69062067,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7505,RZ7I2QU,P22760323,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7506,RHUZGAU,P31558426,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7507,R6A8W5N,P98528965,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7508,RS8KCOD,P94496623,PC,2024-05-18,2024-05-19,1.0,3.0,1.0,0.0,1.0,3-MICE & Corporate
7509,ROIS1P7,P61009546,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7510,RQBOVHD,P79399904,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7511,RGTLOPD,P18167363,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7512,R9Q614E,P71972853,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7513,R07CVYL,P21345053,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7514,RWJ6E1B,P35980244,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7515,RVAZNXS,P62889054,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7516,R7HVCV8,P08334537,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7517,RPU34A9,P27384249,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7518,R1SPXSW,P34641169,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7519,RT8353S,P04283185,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7520,ROUYTZ7,P17637445,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7521,R22W1ZY,P65556306,ALL IN,2024-05-18,2024-05-19,1.0,2.0,1.0,0.0,0.0,5-Individuel
7522,RX2X68I,P13917545,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7523,RRA6ZUG,P35922232,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7524,RQS0PTZ,P43509345,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7525,RX8J7P8,P05295057,DP,2024-05-18,2024-05-21,1.0,2.0,0.0,0.0,0.0,4-OTA
7526,RF4BMXR,P67212269,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7527,RKS8M09,P33792265,PC,2024-05-18,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7528,R9GQQBZ,P96898638,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7529,RLEY4SA,P20180062,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7530,RS0EG54,P51560398,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7531,RELJUSN,P46439892,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7532,RBOZIDH,P86152986,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7533,RHPNKY5,P11946996,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7534,RGD4XHW,P77971539,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7535,R3A32UB,P19096754,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7536,RAJTDDB,P94001256,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7537,RLIN89O,P55271743,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7538,RIIOXKS,P72721424,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7539,RXG4WX8,P10532679,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7540,RPLDB0E,P80016646,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7541,RAF5529,P62923765,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7542,RDUM6F3,P20862151,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7543,ROI6JI7,P22801959,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7544,RK7DQGH,P10759398,PC,2024-05-18,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7545,RQ4842F,P98670450,ALL IN,2024-05-17,2024-05-24,1.0,3.0,0.0,0.0,0.0,1-TO
7546,RJSL04U,P97944122,ALL IN,2024-05-17,2024-05-24,1.0,2.0,0.0,0.0,0.0,1-TO
7547,ROC0WTO,P56371798,ALL IN,2024-05-17,2024-05-24,1.0,2.0,0.0,0.0,0.0,1-TO
7548,R8DREIE,P51754441,ALL IN,2024-05-17,2024-05-24,1.0,2.0,1.0,0.0,0.0,1-TO
7549,RXD734Q,P27374330,ALL IN,2024-05-17,2024-05-24,1.0,2.0,0.0,0.0,0.0,1-TO
7550,R2YI7MJ,P36592180,ALL IN,2024-05-17,2024-05-28,1.0,3.0,0.0,0.0,0.0,1-TO
7551,RAQYCF8,P02260860,ALL IN,2024-05-17,2024-05-24,1.0,1.0,1.0,0.0,0.0,1-TO
7552,ROH7UET,P98370367,ALL IN,2024-05-17,2024-05-27,1.0,2.0,0.0,0.0,0.0,1-TO
7553,RE8XRY1,P15448974,ALL IN,2024-05-17,2024-05-27,1.0,2.0,0.0,0.0,0.0,1-TO
7554,R1V8B4E,P33258221,ALL IN,2024-05-17,2024-05-27,1.0,1.0,0.0,0.0,0.0,1-TO
7555,R3VRSB8,P69941230,ALL IN,2024-05-17,2024-05-28,1.0,2.0,0.0,0.0,0.0,1-TO
7556,RTMU1DL,P44409893,ALL IN,2024-05-17,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7557,RS6HJ1G,P88465070,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7558,RWRRICD,P80082823,ALL IN,2024-05-17,2024-05-20,1.0,2.0,0.0,0.0,0.0,1-TO
7559,RJPYNCF,P77784995,ALL IN,2024-05-17,2024-05-24,1.0,2.0,0.0,0.0,0.0,1-TO
7560,RRKFVDX,P50298566,DP,2024-05-17,2024-05-20,1.0,3.0,0.0,0.0,0.0,4-OTA
7561,RN2JSJW,P78109397,DP,2024-05-17,2024-05-20,1.0,2.0,1.0,0.0,0.0,4-OTA
7562,RQS7RCA,P41171593,ALL IN,2024-05-17,2024-05-20,1.0,1.0,0.0,0.0,0.0,1-TO
7563,RISF80Y,P05824021,ALL IN,2024-05-17,2024-06-03,1.0,1.0,0.0,0.0,0.0,1-TO
7564,RUBOXR4,P96094585,ALL IN,2024-05-17,2024-05-20,1.0,2.0,0.0,0.0,0.0,1-TO
7565,R8ZPOW7,P69705984,PC,2024-05-17,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7566,RYQRMO7,P13010371,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7567,RYKJ3Z4,P53335140,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7568,RCLYTNF,P28281025,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7569,RIO9Z1C,P74911455,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7570,R9PNR9X,P78395263,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7571,ROHJQWG,P60543420,PC,2024-05-17,2024-05-19,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7572,RK6ZFBT,P10611968,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7573,RG52CZB,P46246025,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7574,R73NKUH,P55348957,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7575,RJ55NPB,P55700526,PC,2024-05-17,2024-05-19,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
7576,ROXNG3J,P63293388,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7577,REX3V9A,P65687952,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7578,RV5P9OK,P45876319,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7579,RZYWPDV,P85874621,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7580,RQWK70Q,P78138102,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7581,RTY1CPK,P19072824,PC,2024-05-17,2024-05-19,1.0,2.0,0.0,0.0,1.0,3-MICE & Corporate
7582,R1S7CHO,P61181826,PC,2024-05-17,2024-05-19,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7583,RSXPYM0,P52158573,ALL IN,2024-05-17,2024-05-31,1.0,2.0,0.0,0.0,0.0,1-TO
7584,RTBT3EQ,P17424346,ALL IN,2024-05-17,2024-05-31,0.0,2.0,0.0,0.0,0.0,1-TO
7585,RJTROSA,P06479952,ALL IN,2024-05-16,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7586,RL9PZWE,P00741497,ALL IN,2024-05-16,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7587,RILOQ52,P56725297,ALL IN,2024-05-16,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7588,RGZPRS1,P87046263,ALL IN,2024-05-16,2024-05-30,1.0,2.0,0.0,0.0,0.0,1-TO
7589,RSWLW93,P81029820,ALL IN,2024-05-16,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7590,RTI5NE7,P18283333,ALL IN,2024-05-16,2024-05-21,1.0,2.0,0.0,0.0,0.0,1-TO
7591,RJI65JW,P33896343,ALL IN,2024-05-16,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7592,RM8EMES,P39618297,DP,2024-05-16,2024-05-17,1.0,2.0,0.0,0.0,0.0,4-OTA
7593,R65HBKS,P34311254,DP,2024-05-16,2024-05-17,1.0,2.0,0.0,0.0,0.0,4-OTA
7594,RWX31Y1,P19857379,ALL IN,2024-05-16,2024-05-21,1.0,2.0,0.0,0.0,0.0,1-TO
7595,R28M2AZ,P74684513,DP,2024-05-16,2024-05-17,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7596,RD22Q4Y,P71508468,LPD,2024-05-16,2024-05-17,1.0,1.0,0.0,0.0,0.0,1-TO
7597,R62358C,P88326504,LPD,2024-05-16,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
7598,R89T4AS,P33062395,ALL IN,2024-05-15,2024-05-22,1.0,2.0,0.0,0.0,0.0,1-TO
7599,RRMB3ZM,P95694505,ALL IN,2024-05-15,2024-05-29,1.0,2.0,0.0,0.0,0.0,1-TO
7600,R228ISV,P46029677,ALL IN,2024-05-15,2024-05-26,1.0,2.0,0.0,0.0,0.0,1-TO
7601,RWWCBU1,P21216503,ALL IN,2024-05-15,2024-05-22,1.0,1.0,0.0,0.0,0.0,1-TO
7602,RHVEV16,P38388851,ALL IN,2024-05-15,2024-05-22,1.0,2.0,0.0,0.0,0.0,1-TO
7603,RQVZ10Q,P86526784,ALL IN,2024-05-15,2024-05-20,1.0,2.0,0.0,0.0,0.0,1-TO
7604,R82T12Y,P81180237,ALL IN,2024-05-15,2024-05-21,1.0,2.0,0.0,0.0,0.0,1-TO
7605,R9EJD0Z,P32675541,DP,2024-05-13,2024-05-14,1.0,2.0,0.0,0.0,0.0,4-OTA
7606,RS9YF4K,P97421637,DP,2024-05-13,2024-05-14,1.0,2.0,1.0,0.0,0.0,4-OTA
7607,RN2IRSF,P55934712,DP,2024-05-13,2024-05-16,1.0,2.0,0.0,0.0,0.0,4-OTA
7608,RNJ6F59,P07994204,DP,2024-05-13,2024-05-18,1.0,2.0,0.0,0.0,0.0,2-Agences
7609,RDKIN4M,P95192592,LS,2024-05-13,2024-05-14,1.0,1.0,0.0,0.0,0.0,1-TO
7610,RO51PX2,P79101609,LS,2024-05-13,2024-05-14,1.0,2.0,0.0,0.0,0.0,1-TO
7611,RDZDYJ2,P29166256,LS,2024-05-13,2024-05-14,1.0,1.0,0.0,0.0,0.0,1-TO
7612,RMPOB39,P67705524,DP,2024-05-13,2024-05-16,1.0,1.0,0.0,0.0,0.0,5-Individuel
7613,RFHLW67,P89416678,ALL IN,2024-05-12,2024-05-23,1.0,2.0,0.0,0.0,0.0,1-TO
7614,RT0SG22,P52546856,ALL IN,2024-05-12,2024-05-26,1.0,2.0,0.0,0.0,0.0,1-TO
7615,RSSCPHK,P94697197,ALL IN,2024-05-12,2024-05-23,0.0,1.0,0.0,0.0,0.0,1-TO
7616,R8A4M70,P23062373,ALL IN,2024-05-12,2024-05-18,1.0,2.0,1.0,0.0,0.0,1-TO
7617,RJSDF47,P53616317,ALL IN,2024-05-12,2024-05-19,1.0,2.0,0.0,0.0,0.0,1-TO
7618,RY6NMWB,P26227048,ALL IN,2024-05-12,2024-05-17,1.0,2.0,0.0,0.0,0.0,2-Agences
7619,RW9BYBG,P22010088,ALL IN,2024-05-12,2024-05-18,1.0,2.0,0.0,0.0,0.0,1-TO
7620,RQFFJZ9,P18781057,ALL IN,2024-05-12,2024-05-19,1.0,2.0,0.0,0.0,0.0,1-TO
7621,RFOI88L,P20389105,PC,2024-05-12,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7622,RWHC4NA,P31896227,PC,2024-05-12,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7623,R4G09V6,P94650327,PC,2024-05-12,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7624,R4BEZE6,P72234746,PC,2024-05-12,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7625,RZ5Y5V8,P12039709,PC,2024-05-12,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7626,RR5N2AQ,P90125465,PC,2024-05-12,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7627,R86Q09Z,P29484543,PC,2024-05-12,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7628,RWLCDOG,P72424149,ALL IN,2024-05-11,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7629,RM6W0EF,P30979437,ALL IN,2024-05-11,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7630,R8FO9QK,P63005723,ALL IN,2024-05-11,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7631,RXH8V4X,P95679718,ALL IN,2024-05-11,2024-05-25,1.0,2.0,0.0,0.0,0.0,1-TO
7632,RELEC4A,P06427244,ALL IN,2024-05-11,2024-05-25,1.0,2.0,0.0,0.0,0.0,4-OTA
7633,R5C1GEN,P61671043,ALL IN,2024-05-11,2024-05-18,1.0,2.0,0.0,0.0,0.0,1-TO
7634,RASPOL5,P10908813,ALL IN,2024-05-11,2024-05-16,1.0,1.0,0.0,0.0,0.0,1-TO
7635,RP7UYP9,P91414464,PC,2024-05-11,2024-05-12,1.0,2.0,2.0,0.0,1.0,3-MICE & Corporate
7636,RA0BUUZ,P34174157,ALL IN,2024-05-11,2024-05-16,1.0,2.0,0.0,0.0,0.0,1-TO
7637,RQ6SQTO,P02561909,PC,2024-05-11,2024-05-12,1.0,2.0,1.0,0.0,1.0,3-MICE & Corporate
7638,RQDC2VT,P86761944,PC,2024-05-11,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7639,R6HF3A0,P05505047,PC,2024-05-11,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7640,RDO1QL2,P97921026,PC,2024-05-11,2024-05-12,1.0,3.0,2.0,0.0,0.0,3-MICE & Corporate
7641,R20MIBE,P15115095,PC,2024-05-11,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7642,RV3X7AU,P52122569,ALL IN,2024-05-11,2024-05-18,1.0,2.0,0.0,0.0,0.0,1-TO
7643,RBB6BTX,P88573355,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7644,RYMBX9R,P56792381,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7645,RHFSZYR,P78259841,ALL IN,2024-05-11,2024-05-12,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7646,RIJVP91,P35081291,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7647,RN165KT,P84840649,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7648,RL18798,P89289287,ALL IN,2024-05-11,2024-05-11,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7649,RQW3EZV,P22823075,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7650,R1MDW46,P60201752,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7651,RCMQOPK,P30324864,ALL IN,2024-05-11,2024-05-12,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7652,RCI4577,P67632808,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7653,RY9XHIT,P18803933,ALL IN,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7654,RA4LS2N,P45789003,ALL IN,2024-05-11,2024-05-12,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7655,RHQZPIH,P12117045,PC,2024-05-11,2024-05-12,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7656,RH3PZ4B,P71829320,ALL IN,2024-05-11,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7657,RR4WW40,P04774590,ALL IN,2024-05-11,2024-05-12,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7658,RSINXFF,P81477821,PC,2024-05-11,2024-05-12,1.0,3.0,0.0,0.0,0.0,3-MICE & Corporate
7659,RXTIV9P,P51064328,PC,2024-05-11,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7660,ROOLTTY,P89025254,PC,2024-05-11,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7661,R2STF9J,P57236579,ALL IN,2024-05-11,2024-05-18,1.0,2.0,2.0,0.0,0.0,1-TO
7662,R1PIGYZ,P93017823,DP,2024-05-11,2024-05-16,1.0,2.0,0.0,0.0,0.0,4-OTA
7663,RPQO85W,P46203553,ALL IN,2024-05-11,2024-05-12,1.0,4.0,0.0,0.0,0.0,3-MICE & Corporate
7664,RKSVOUH,P37999811,PC,2024-05-11,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7665,R5MT655,P53800300,PC,2024-05-11,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7666,RF8EGML,P24978491,PC,2024-05-11,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7667,RJSR2UY,P88083757,PC,2024-05-11,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
7668,RG2V8OD,P71144706,PC,2024-05-11,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7669,R7O93FT,P94299463,PC,2024-05-11,2024-05-15,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
7670,R9MMT7R,P00351394,PC,2024-05-11,2024-05-15,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
